,Name,BI_LSTM-RI,NONE_TRPLT-RI,NONE_MREC-RI,NONE_VAE-RI,IDEC_TRPLT-RI,BI_GRU-RI,RES_CNN-RI,IDEC_REC-RI,D_RNN-RI,IDEC_MREC-RI,NONE_CNRV-RI,BI_RNN-RI,NONE_REC-RI,D_CNN-RI,MLP-RI,S_CNN-RI,BI_RNN+ATTN-RI,IDEC_CNRV-RI,IDEC_VAE-RI,BI_LSTM-ARI,NONE_TRPLT-ARI,NONE_MREC-ARI,NONE_VAE-ARI,IDEC_TRPLT-ARI,BI_GRU-ARI,RES_CNN-ARI,IDEC_REC-ARI,D_RNN-ARI,IDEC_MREC-ARI,NONE_CNRV-ARI,BI_RNN-ARI,NONE_REC-ARI,D_CNN-ARI,MLP-ARI,S_CNN-ARI,BI_RNN+ATTN-ARI,IDEC_CNRV-ARI,IDEC_VAE-ARI,BI_LSTM-NMI,NONE_TRPLT-NMI,NONE_MREC-NMI,NONE_VAE-NMI,IDEC_TRPLT-NMI,BI_GRU-NMI,RES_CNN-NMI,IDEC_REC-NMI,D_RNN-NMI,IDEC_MREC-NMI,NONE_CNRV-NMI,BI_RNN-NMI,NONE_REC-NMI,D_CNN-NMI,MLP-NMI,S_CNN-NMI,BI_RNN+ATTN-NMI,IDEC_CNRV-NMI,IDEC_VAE-NMI
0,ACSF1,0.308844221,0.842098805,0.751027,0.853175014,0.827212007,0.6198725,0.822815,0.840492,0.819835531,0.794206,0.861434953,0.6775,0.829281,0.71944,0.62231125,0.72230375,0.77653625,0.860496231,0.855876823,0.015300895,0.248880188,0.191583,0.29588554,0.289243874,0.0724,0.24596,0.270628,0.246902801,0.23881,0.265154144,0.1226025,0.256448,0.2262275,0.09963875,0.242925,0.20314625,0.253597972,0.301707875,0.184614525,0.517913551,0.40545,0.524660871,0.507735917,0.2863425,0.500835,0.514079,0.478306374,0.516512,0.479410533,0.35815875,0.511617,0.4948775,0.3283175,0.49621875,0.48755625,0.471856878,0.54168158
1,Adiac,0.872750254,0.934945458,0.943775,0.948448085,0.93346732,0.92473125,0.93475375,0.932765,0.926143331,0.941349,0.960453579,0.93648125,0.934833,0.938755,0.932845,0.93884,0.9391025,0.961300847,0.959904514,0.121516177,0.149888939,0.2349,0.183946068,0.165003944,0.09381875,0.0764475,0.088725,0.145964321,0.194012,0.346772981,0.1420975,0.087045,0.17796875,0.243895,0.20247125,0.17571,0.341825219,0.20504055,0.490347979,0.513983272,0.595355,0.524625488,0.510685991,0.4208975,0.3890675,0.398987,0.475127717,0.537255,0.665686146,0.48858875,0.40393,0.53952375,0.61410875,0.55654125,0.53034,0.659515264,0.540099217
2,AllGestureWiimoteX,0.78780981,0.803331526,0.768444,0.813964683,0.804033708,0.6790575,0.7040575,0.643513,0.793792255,0.741646,0.82392904,0.7432925,0.652852,0.71211875,0.5184075,0.7515625,0.75993,0.824118619,0.830376809,0.061194061,0.043842069,0.101264,0.08337727,0.060171093,0.06145625,0.1055025,0.099835,0.032001933,0.098275,0.0736249,0.03545125,0.086124,0.08649375,0.036355,0.10932375,0.08342625,0.071050751,0.096257042,0.170178302,0.134200358,0.234329,0.147472169,0.12667483,0.1835725,0.27183125,0.270622,0.100364222,0.233392,0.177682205,0.12559625,0.245855,0.2431575,0.1447925,0.2507025,0.22483,0.170024309,0.161143082
3,AllGestureWiimoteY,0.798812813,0.817589731,0.775115,0.825818307,0.815460616,0.7526875,0.78414625,0.782658,0.804328703,0.789153,0.829077522,0.728075,0.785018,0.76447,0.65626125,0.7694675,0.773005,0.832024525,0.843164457,0.125000833,0.076833838,0.055006,0.12519105,0.095126156,0.061555,0.065845,0.068603,0.078718526,0.065531,0.111138826,0.05902875,0.062877,0.069465,0.02388375,0.07620375,0.06281125,0.107628431,0.137213096,0.259858385,0.20160774,0.15903,0.211135885,0.188587904,0.16082875,0.169065,0.171203,0.163815849,0.168915,0.242332201,0.16464875,0.158466,0.17396,0.0898925,0.18779375,0.1867075,0.234378656,0.229429052
4,AllGestureWiimoteZ,0.772844845,0.80650279,0.807467,0.816061746,0.8065062,0.665905,0.8049,0.805874,0.795230088,0.805734,0.832415972,0.76948875,0.806258,0.80493875,0.75788625,0.79641625,0.8106375,0.830323073,0.832529391,0.036826859,0.043936501,0.073363,0.081598435,0.056952642,0.030335,0.04107625,0.042572,0.031032742,0.0666,0.092357872,0.04665125,0.040469,0.0770325,0.0355775,0.03843875,0.04104,0.079641768,0.097633048,0.127687124,0.127798561,0.176067,0.143500854,0.119983102,0.13504375,0.10578875,0.10898,0.089669567,0.157985,0.194058551,0.168375,0.102119,0.18116,0.1049375,0.10860625,0.1109675,0.173165554,0.153884414
5,ArrowHead,0.571699391,0.55204529,0.612094,0.556611112,0.560766256,0.52334625,0.635285,0.626442,0.55928014,0.618289,0.668993706,0.5430375,0.615325,0.61028,0.61353,0.62554125,0.59961125,0.653763259,0.577649639,0.190499105,0.14584441,0.188371,0.188686944,0.15835181,0.07355625,0.23329875,0.220126,0.140029339,0.196889,0.260900778,0.07881625,0.195531,0.2503025,0.21811625,0.23690375,0.17938125,0.231953317,0.182374787,0.29782006,0.244429187,0.245703,0.249139553,0.230499612,0.107635,0.26928875,0.26087,0.200758182,0.247105,0.252700396,0.07422,0.258502,0.300085,0.28654875,0.27783125,0.22885375,0.233877619,0.265366479
6,Beef,0.592655367,0.657871629,0.601199,0.668519484,0.678922126,0.64048,0.65954125,0.656836,0.664586026,0.587003,0.627491551,0.65242625,0.63681,0.61112,0.613345,0.6156975,0.5888025,0.62849162,0.700465415,0.034849688,0.090818352,0.133548,0.122127784,0.085730881,0.225085,0.25125375,0.235422,0.050246004,0.158923,0.167093204,0.267675,0.211945,0.12451875,0.12994875,0.16425875,0.12843375,0.167671528,0.13193482,0.227191092,0.288867076,0.215828,0.291714579,0.27995372,0.30137375,0.30405625,0.282038,0.243745674,0.226389,0.213948568,0.37833,0.27115,0.17058375,0.1756225,0.22191,0.1914825,0.223508183,0.300578964
7,BeetleFly,0.533333333,0.469780104,0.662726,0.478638326,0.469523788,0.6764125,0.64470375,0.638475,0.459938062,0.67209,0.696547395,0.6831225,0.60223,0.60322125,0.63502875,0.6426,0.6600275,0.700564972,0.495347917,0.077942323,-0.039052171,0.195462,0.001066587,-0.021558279,0.11350125,0.070645,0.069121,-0.048439313,0.100612,0.078604324,0.09293625,0.053278,0.06806625,0.070675,0.06808125,0.0621325,0.081486804,0.01227081,0.210200794,0.004885784,0.305419,0.011169751,-0.007198394,0.29791375,0.28077875,0.284021,-0.036398843,0.302025,0.231901049,0.275265,0.202566,0.28370625,0.28945375,0.277275,0.239365,0.234192811,0.027902249
8,BirdChicken,0.55,0.513473717,0.630158,0.515583453,0.515392206,0.55609,0.51746625,0.525127,0.50154377,0.668333,0.68960114,0.55977625,0.588946,0.52116,0.56073625,0.54070375,0.627725,0.691826923,0.552475982,0.109310951,0.042396087,0.259105,0.096908247,0.070999025,0.1163975,0.03563625,0.051987,0.050436311,0.337313,0.380261361,0.122325,0.166175,0.05203625,0.1218725,0.28181875,0.25682625,0.384555038,0.127517836,0.242037017,0.090529075,0.254854,0.052542018,0.057118678,0.1321075,0.04724,0.064885,0.022483877,0.319981,0.37844037,0.14539125,0.188328,0.06184375,0.1107675,0.243665,0.2420125,0.37314648,0.098061636
9,BME,0.55946617,0.559128635,0.709727,0.588371986,0.576282898,0.49342875,0.51874875,0.509358,0.569677829,0.576154,0.700569801,0.495515,0.57069,0.510232647,0.52612,0.5078525,0.4919875,0.70849359,0.604091388,0.145538463,0.113979987,0.38163,0.150460355,0.126481635,-0.01171,0.036905,0.018287,0.102643615,0.15223,0.400786909,-0.008345,0.084211,0.06929,0.0534175,0.0153625,-0.00432375,0.416662414,0.17606901,0.2106349,0.202708688,0.419773,0.196972149,0.18544291,0.0094625,0.0450225,0.031771,0.160776827,0.140658,0.327840813,0.01268625,0.124242,0.06947625,0.0606575,0.02961375,0.01319,0.342329614,0.217397781
10,Car,0.572689076,0.633821954,0.692087,0.646705388,0.629799229,0.68355875,0.79308875,0.797586,0.619952231,0.803878,0.885381823,0.70391625,0.758701,0.72755875,0.68297625,0.7402975,0.8252425,0.859746866,0.660160083,0.11919855,0.100665985,0.287919,0.143757136,0.12269628,0.32095625,0.5439175,0.557854,0.093674357,0.568867,0.747820197,0.371365,0.476076,0.415005,0.29572625,0.64998375,0.6208475,0.691759932,0.153984591,0.251619591,0.202886063,0.335653,0.211125735,0.189000598,0.3583725,0.57465,0.588031,0.160431147,0.594327,0.774975092,0.4250125,0.481625,0.52083875,0.32874625,0.67531875,0.69043125,0.729146854,0.226470145
11,CBF,0.704269824,0.683210241,0.586621,0.694740189,0.684117634,0.603485,0.6388825,0.640083,0.674548016,0.653137,0.738857765,0.63131875,0.648841,0.63665375,0.6466925,0.67377375,0.593715,0.747601541,0.710985209,0.367614406,0.33600271,0.100159,0.376905903,0.352131478,0.02276375,0.09874375,0.107422,0.325957736,0.137401,0.362736907,0.0856475,0.179465,0.15349875,0.13858375,0.17896375,0.076495,0.375306567,0.388902589,0.440763568,0.398140017,0.09656,0.409315456,0.389486367,0.08336,0.1785175,0.195464,0.356821652,0.231529,0.463762099,0.17666,0.222553,0.25758,0.25028875,0.25244625,0.14139625,0.464580255,0.422178126
12,Chinatown,0.591389432,0.546299166,0.583291,0.557549886,0.54782239,0.777735,0.900435,0.746553,0.537301581,0.652911,0.715801094,0.77592,0.780638,0.58917125,0.57486375,0.65627375,0.685255,0.921699533,0.574231956,0.008069554,0.092216749,0.079671,0.132785709,0.10908238,0.55332375,0.7962175,0.484631,0.083480852,0.291739,0.422895798,0.54854,0.493583,0.02074625,0.13047125,0.300385,0.30741125,0.834732804,0.145497285,0.011060146,0.05005162,0.079728,0.059708202,0.038492451,0.5352925,0.73115,0.411119,0.009623515,0.22515,0.407048122,0.49588,0.46067,0.0162975,0.06267875,0.225965,0.2414825,0.765726777,0.07444984
13,ChlorineConcentration,0.402628996,0.501110399,0.668879,0.508549922,0.501670542,0.51727625,0.5293825,0.5301,0.488938766,0.530231,0.518077635,0.51965,0.57784,0.5256725,0.5278575,0.527375,0.52301375,0.513168177,0.530456861,0.008182693,-0.01986396,0.250809,0.020606663,-0.003555317,-0.00058625,-8.75e-06,0.000572,-0.029840263,0.00058,-0.002534828,-0.00091125,0.100357,0.00143125,0.00070625,-0.00044,0.00055625,-0.002355394,0.032205268,0.020617749,0.000554201,0.275084,0.011045687,-0.008402204,0.00160125,0.001345,0.001555,-0.040707122,0.001365,0.001966754,0.0019475,0.090131,0.00127875,0.0015225,0.00140125,0.00162375,0.001604492,0.025456264
14,CinCECGTorso,0.621853319,0.645860052,0.640908,0.655527338,0.647834321,0.63519375,0.659035,0.65114,0.63440154,0.675584,0.62980774,0.63534,0.618766,0.6239475,0.6660525,0.6583125,0.64555625,0.622976407,0.676122378,0.035392392,0.12818457,0.221703,0.175924398,0.13653344,0.05734,0.111035,0.099131,0.110100834,0.152913,0.11961611,0.05662,0.107113,0.26427,0.1356825,0.11523875,0.06651625,0.102579522,0.178401217,0.045963785,0.213069511,0.234497,0.235511798,0.236490601,0.05934,0.144825,0.133325,0.182693529,0.191063,0.213425471,0.05852125,0.120825,0.36947,0.211805,0.1455375,0.0857475,0.179329945,0.245329595
15,Coffee,0.501298701,0.726700539,0.666741,0.730043083,0.750183797,0.50422,0.659415,0.606558,0.692730986,0.708052,0.946176046,0.50641,0.720395,0.96128375,0.82337625,0.5384725,0.50016125,0.948701299,0.73273299,0.015782825,0.456999472,0.102095,0.496851462,0.426466716,0.011535,0.31874375,0.215074,0.450085218,0.417456,0.892330889,0.01557,0.198762,0.92255,0.64675125,0.080115,0.0027,0.89738827,0.607595146,0.090331584,0.473464244,0.182806,0.441281226,0.546536261,0.03118,0.2644925,0.185591,0.37238849,0.380043,0.857824951,0.034725,0.24877,0.90267875,0.60970125,0.07947625,0.01866625,0.87318104,0.621803968
16,Computers,0.501314629,0.481853386,0.761569,0.492314198,0.482238689,0.50304125,0.5151825,0.512533,0.471807828,0.509203,0.520964596,0.50045125,0.706633,0.502285,0.50268875,0.5188325,0.514035,0.52157515,0.508799161,0.00436187,-0.016237435,0.113011,0.024976048,0.00017811,0.00678375,0.0314675,0.026277,-0.026280566,0.019546,0.042783155,0.00114,0.064313,0.00482,0.0055725,0.03817375,0.02898625,0.043978328,0.036389405,0.057432232,0.004490064,0.248727,0.014196971,-0.006574108,0.0101375,0.05545875,0.050633,-0.035640882,0.043421,0.073980371,0.00309875,0.162422,0.00581375,0.0103625,0.0496425,0.0374575,0.07331185,0.028903463
17,CricketX,0.80754748,0.836585526,0.867942,0.845640221,0.834756089,0.84615875,0.84843625,0.854384,0.826033289,0.862315,0.871847902,0.8538575,0.856341,0.86443875,0.85760375,0.85653,0.81299875,0.873984974,0.861918723,0.121223901,0.076457181,0.159088,0.117723538,0.090670921,0.05046625,0.07025,0.098547,0.060173614,0.126402,0.203360627,0.10550875,0.120436,0.13199625,0.09783,0.1502725,0.0485375,0.215192053,0.126271819,0.354752497,0.237466237,0.341363,0.253871659,0.221394588,0.1524075,0.1942625,0.246985,0.202476968,0.295495,0.403474977,0.24533625,0.282432,0.302185,0.24285,0.35207,0.150635,0.421079094,0.256957099
18,CricketY,0.849178763,0.83866536,0.888234,0.845302284,0.841232453,0.82715375,0.84552375,0.845603,0.829189029,0.859159,0.873958505,0.8412175,0.854666,0.86018625,0.8536825,0.8592025,0.69088,0.875108209,0.865953086,0.177569188,0.10773737,0.1734,0.149442867,0.117805252,0.06861,0.1324475,0.129665,0.10054216,0.156352,0.21357706,0.10941875,0.190035,0.14065625,0.107515,0.1533925,0.05616125,0.216233913,0.166729931,0.371941558,0.284757042,0.370642,0.301595164,0.283088444,0.17947,0.30698625,0.305326,0.241805106,0.343054,0.405275941,0.23529625,0.357176,0.32313125,0.2639825,0.3379775,0.16192375,0.401825413,0.313656962
19,CricketZ,0.813254995,0.839755546,0.862125,0.849163504,0.841061112,0.84529875,0.85708,0.855981,0.828491173,0.864967,0.872377107,0.85348625,0.809686,0.86608875,0.85730375,0.8618675,0.8014925,0.875655015,0.866400212,0.105466999,0.080556252,0.339739,0.110274438,0.097199439,0.04921875,0.1131325,0.098044,0.072417051,0.142692,0.203182453,0.09897375,0.245751,0.13707125,0.0963775,0.1517975,0.0621675,0.220527725,0.126606765,0.310445912,0.246197817,0.500021,0.249302803,0.234115594,0.14608,0.28160875,0.250333,0.203614635,0.320088,0.406708871,0.23767625,0.36134,0.3032975,0.23986625,0.3462975,0.1797425,0.424924044,0.255224278
20,Crop,0.888275508,0.91537885,0.80431,0.925545202,0.916129863,0.93748875,0.938795,0.937735,0.905737527,0.92591,0.932843578,0.938145,0.788896,0.73593625,0.93379625,0.93786125,0.931415,0.932466331,0.942336329,0.146738419,0.236864316,0.4051,0.277206988,0.248093624,0.3136825,0.29341875,0.290311,0.223084052,0.231193,0.220326025,0.30376625,0.338388,0.30463125,0.31371,0.28821625,0.20113375,0.19874784,0.288483306,0.336953986,0.436829693,0.448959,0.444613073,0.424033596,0.540295,0.51070875,0.511125,0.393761471,0.456014,0.415717038,0.52810875,0.420636,0.53736,0.55334375,0.50780375,0.42826625,0.386462442,0.458559389
21,DiatomSizeReduction,0.29579536,0.858053312,0.691074,0.828108833,0.805032051,0.75735125,0.67360125,0.637606,0.832048774,0.805055,0.943753238,0.7691025,0.650365,0.9324225,0.8175525,0.66950875,0.75109875,0.957269112,0.902554264,0.012339876,0.703197813,0.370179,0.742669312,0.650142179,0.49626,0.34079125,0.267066,0.742496057,0.570136,0.860294736,0.5374175,0.291687,0.84066,0.6693975,0.318345,0.51526875,0.89209641,0.807786398,0.040904104,0.758670424,0.338329,0.85630728,0.737840726,0.61798625,0.41259125,0.325868,0.691741337,0.626387,0.863501803,0.6687575,0.292996,0.8573175,0.6941525,0.42175375,0.6187025,0.880379491,0.866138547
22,DistalPhalanxOutlineAgeGroup,0.477112372,0.721303145,0.68104,0.731150983,0.721455094,0.7285375,0.7377825,0.736954,0.711268784,0.725329,0.740857479,0.72270125,0.742843,0.72579,0.72275125,0.74512,0.74795875,0.743405625,0.748669046,0.018446793,0.455563008,0.282866,0.497831488,0.471136659,0.447875,0.46616125,0.464263,0.445356607,0.440942,0.472746732,0.435565,0.43862,0.4427,0.4359175,0.48237875,0.48882625,0.478720018,0.509241586,0.028515263,0.424637709,0.269725,0.432058497,0.412396015,0.35365625,0.40642,0.401554,0.387752031,0.341062,0.425788069,0.32715375,0.380075,0.3451525,0.3181925,0.43769875,0.44584,0.433385267,0.450104319
23,DistalPhalanxOutlineCorrect,0.530429224,0.479971578,0.690138,0.490428836,0.480425959,0.4994775,0.49952,0.49972,0.469974836,0.499545,0.517998985,0.49949625,0.704269,0.49931875,0.49948375,0.49945625,0.49990625,0.500214612,0.506943386,0.012185999,-0.020025885,0.22776,0.021337742,-0.003806648,-0.0009925,-0.00094,-0.000603,-0.029994335,-0.000953,0.030087121,-0.0009725,0.294664,-0.00092875,-0.00098875,-0.001045,-0.00033125,0.00032456,0.032927879,0.016035881,0.001302632,0.292573,0.011174496,-0.009574719,0.00013125,0.00031,0.000919,-0.038694126,0.000381,0.028088288,0.000205,0.29512,0.0002475,0.0001525,0.00010625,0.0016225,0.002141541,0.025896537
24,DistalPhalanxTW,0.819926754,0.744512152,0.71615,0.75166343,0.758189519,0.83097,0.9005275,0.900725,0.750273182,0.816219,0.788638222,0.80066625,0.765364,0.78792125,0.7791525,0.90126125,0.885775,0.786958328,0.777123774,0.610132911,0.392017613,0.27757,0.500986472,0.420062473,0.57064875,0.76169875,0.762366,0.406919392,0.522044,0.436082624,0.47823125,0.423724,0.44277,0.41698875,0.76342875,0.719885,0.432784248,0.45843848,0.487040354,0.534892738,0.343616,0.540338596,0.523792649,0.49840125,0.58679125,0.594252,0.493762011,0.502333,0.529189588,0.47442,0.421814,0.4927475,0.4481725,0.59589375,0.57694,0.528062824,0.540164563
25,DodgerLoopDay,0.657179715,0.784093578,0.786807,0.790833793,0.755698454,0.77853125,0.78092,0.785133,0.758203063,0.798152,0.7887787,0.81389625,0.693959,0.52957875,0.76540875,0.7889525,0.74788375,0.764744417,0.797345074,0.17640797,0.226252744,0.465093,0.261956269,0.239688869,0.2320925,0.23744125,0.24826,0.239436835,0.244756,0.242630252,0.30835875,0.286764,0.1084225,0.2113225,0.2395675,0.2394125,0.196779831,0.296783596,0.461248089,0.402269794,0.490837,0.428483131,0.405385113,0.4489625,0.40852375,0.42651,0.368363504,0.421674,0.431699089,0.512965,0.324711,0.25926125,0.39846125,0.3713175,0.4139775,0.407011067,0.437597239
26,DodgerLoopGame,0.496815287,0.484637489,0.680716,0.494613179,0.484470548,0.5044975,0.6019525,0.610234,0.474309934,0.537009,0.528967006,0.5933675,0.671562,0.49816875,0.50468875,0.52296125,0.59421375,0.524006289,0.511385444,-0.001811792,-0.010801861,0.354061,0.030499888,0.005148061,0.00967875,0.20436125,0.220937,-0.020641582,0.074577,0.059098675,0.18726875,0.335171,0.00058125,0.01005375,0.0464875,0.18900375,0.048671936,0.042443661,0.032100731,0.009586812,0.320676,0.01956537,-0.001213757,0.01065625,0.20036125,0.221324,-0.029795477,0.075673,0.065204253,0.19561625,0.310804,0.0142125,0.01094625,0.04428,0.19686375,0.041133154,0.034411898
27,DodgerLoopWeekend,0.569378376,0.874933629,0.728321,0.884956945,0.874449642,0.9534375,0.78868,0.735783,0.866481851,0.874572,0.806955307,0.8431425,0.695124,0.67654125,0.959465,0.8948425,0.61083,0.539486415,0.902828465,-0.02108832,0.766968196,0.447371,0.807482506,0.783744418,0.904735,0.57218875,0.462093,0.758018523,0.74378,0.598513277,0.67981375,0.376136,0.23251875,0.916985,0.7847975,0.2020475,0.065612026,0.821666751,0.018956618,0.729582466,0.420719,0.730299469,0.718712059,0.84426625,0.53769125,0.431928,0.681783198,0.691198,0.503186817,0.64374875,0.345521,0.21816125,0.85929,0.6717275,0.22957875,0.102403501,0.746174548
28,Earthquakes,0.552673772,0.480484772,0.66112,0.491401751,0.482483331,0.6032175,0.60163375,0.61509,0.470826071,0.628946,0.636454495,0.62776375,0.642403,0.62578,0.6191275,0.6288875,0.59181,0.603888191,0.506125139,0.006429653,-0.022849604,0.216159,0.019158045,-0.007247808,0.18370875,0.1750725,0.206842,-0.031828502,0.241833,0.263699633,0.23679375,0.219781,0.23671375,0.22212875,0.25114125,0.17139125,0.190087602,0.031390337,0.000226575,0.003791081,0.238432,0.012856492,-0.008681971,0.10302875,0.09967375,0.145382,-0.037441249,0.175262,0.167698303,0.14359625,0.248409,0.142725,0.131925,0.162305,0.1027775,0.134950596,0.026934885
29,ECG200,0.644020101,0.613366834,0.730289,0.623786906,0.613732201,0.73052375,0.71342875,0.692688,0.603366834,0.720782,0.746944464,0.7222225,0.684262,0.7356,0.73893375,0.71182625,0.682605,0.657178316,0.640273627,0.261446927,0.244332562,0.190145,0.285599073,0.260549627,0.44391125,0.40695625,0.367233,0.234332562,0.427119,0.482047051,0.42549625,0.145528,0.45413125,0.46082875,0.403205,0.35417,0.292504655,0.297363518,0.172110126,0.189183416,0.288676,0.199047081,0.178391881,0.4709775,0.47728625,0.429127,0.149183416,0.454907,0.455212921,0.47076375,0.198244,0.4981475,0.49752125,0.46232125,0.39705625,0.339155177,0.213742266
30,ECG5000,0.686529466,0.733072092,0.665196,0.749693585,0.733394347,0.51041125,0.49981,0.547394,0.725166575,0.540413,0.532059396,0.5717025,0.716897,0.50215,0.50050375,0.5000775,0.59743125,0.5190591,0.765110427,0.368074969,0.474197975,0.032527,0.51380685,0.483631079,0.020825,0.0001975,0.041637,0.469168037,0.027631,0.064247907,0.1434775,0.078557,0.00430625,0.00102125,0.00071375,0.194905,0.038185541,0.527177136,0.331386515,0.491714149,0.122156,0.499227432,0.480424807,0.01604,0.001415,0.050899,0.452538081,0.04532,0.059677407,0.13438625,0.190821,0.003955,0.00156625,0.00240375,0.1575575,0.037647002,0.5171797
31,ECGFiveDays,0.508352849,0.479957801,0.694162,0.490414903,0.480476144,0.83069375,0.8413425,0.84332,0.469993904,0.837246,0.872324492,0.842645,0.671065,0.1909525,0.851555,0.83302375,0.81996625,0.874427359,0.506883701,0.016817875,-0.020110131,0.05903,0.021412396,-0.003978087,0.12338375,0.17469125,0.181499,-0.030130312,0.146481,0.204521166,0.16455875,0.132894,0.01685625,0.187275,0.15751375,0.13549125,0.22172385,0.033144026,0.014936801,0.000780187,0.191462,0.010729334,-0.009957181,0.2753125,0.3397975,0.337725,-0.039156932,0.311228,0.402438169,0.32233,0.215862,0.0595825,0.3564225,0.31516375,0.31289125,0.414683045,0.025127892
32,ElectricDevices,0.652277902,0.661297214,0.705892,0.664598508,0.669958168,0.82117,0.80692375,0.786615,0.644413231,0.774707,0.872470107,0.8330675,0.75555,0.21221375,0.82290375,0.80161875,0.74173,0.874199067,0.694023149,0.102043914,0.15253479,0.113438,0.189417596,0.163356176,0.0499725,0.05429125,0.037624,0.128469981,0.045094,0.196454987,0.07658,0.086857,0.01215625,0.11435375,0.06166375,0.0571925,0.208580374,0.195579389,0.249071488,0.212925782,0.151745,0.217213796,0.201282502,0.14095875,0.14734875,0.137589,0.176222335,0.155554,0.349731697,0.1824575,0.174672,0.05794125,0.26405875,0.17038875,0.17542375,0.356616885,0.235286706
33,EOGHorizontalSignal,0.723634641,0.850364248,0.648374,0.860038933,0.846385958,0.51275375,0.549605,0.554588,0.834614445,0.555765,0.501719639,0.5298125,0.629267,0.53476,0.50115,0.55205,0.49951125,0.501438272,0.876992433,0.148179324,0.172773157,0.096631,0.213085838,0.185771976,0.00200125,-0.07314,-0.034067,0.158148426,0.001211,-0.048736029,0.00220125,0.012961,-0.0036875,-0.00071875,-0.07207625,-0.03566,-0.048186838,0.218663461,0.390231834,0.362500497,0.153699,0.369796978,0.351861292,0.00122875,0.05144625,0.074069,0.323638202,0.061188,0.044097774,0.00208125,0.092627,0.02872625,0.0040175,0.05217,0.0418175,0.045323754,0.383373605
34,EOGVerticalSignal,0.823395459,0.847284605,0.748415,0.854044356,0.844969383,0.6833825,0.75590375,0.733565,0.835607211,0.711875,0.662610607,0.74735375,0.709874,0.76947,0.73159125,0.77809,0.7751825,0.732847014,0.872735731,0.14230786,0.136110382,0.212544,0.177787508,0.155601428,0.17255375,0.26712625,0.234896,0.132104034,0.192769,0.104067759,0.2513675,0.162104,0.2614,0.1028125,0.3120625,0.27767375,0.136147974,0.197941167,0.314231819,0.29929434,0.311974,0.308573273,0.285866769,0.206715,0.26717,0.239281,0.259039931,0.230058,0.297279717,0.2567475,0.202049,0.250515,0.13012625,0.36644625,0.319005,0.264617131,0.319381273
35,EthanolLevel,0.592396118,0.604226202,0.75169,0.614756123,0.605169994,0.58644875,0.570765,0.597131,0.594618331,0.618741,0.614910911,0.5872025,0.653757,0.6242775,0.62121125,0.5633375,0.53963375,0.614114579,0.631346701,0.000669084,-0.01657094,0.226586,0.024942263,0.000254809,0.00217,0.000225,0.021314,-0.026449177,0.023764,0.002779696,0.00209875,0.155546,0.002775,0.0031725,-0.000475,0.0041,0.003242618,0.03650521,0.003893227,0.007698624,0.328217,0.018145558,-0.002197458,0.00743125,0.00429125,0.041593,-0.031715751,0.045359,0.007844708,0.00715375,0.241749,0.00685625,0.00781875,0.0036775,0.0079425,0.00797908,0.031833347
36,FaceAll,0.826472605,0.852382088,0.876554,0.863439019,0.851759169,0.884685,0.87310375,0.859086,0.841183095,0.880114,0.940605657,0.87257375,0.705713,0.8864275,0.88442375,0.8749375,0.86444,0.92822237,0.879709401,0.253486832,0.116981445,0.288017,0.16098544,0.133882669,0.26826375,0.19448625,0.206997,0.105417123,0.306068,0.616247107,0.210365,0.144051,0.24546125,0.22329375,0.19742125,0.19003875,0.52070564,0.170340094,0.515024571,0.290819313,0.489443,0.298621507,0.27529627,0.43582125,0.3708775,0.381117,0.249153282,0.469463,0.755619167,0.372665,0.22684,0.42625,0.36652375,0.3847875,0.37816375,0.669201376,0.315898086
37,FaceFour,0.752895753,0.721187659,0.837442,0.728013831,0.721033226,0.70139625,0.75945125,0.761919,0.70497883,0.771123,0.926283426,0.72110375,0.798616,0.73079625,0.71857,0.756515,0.7258275,0.933598777,0.75226797,0.381767035,0.310212207,0.267171,0.336405806,0.308366722,0.27094875,0.39838125,0.364234,0.30200386,0.365731,0.804641117,0.3097125,0.212732,0.331165,0.3106825,0.40654125,0.33055875,0.823488901,0.338851516,0.436351263,0.400779129,0.464389,0.418513333,0.383699663,0.34797375,0.47544875,0.447135,0.353422096,0.477779,0.798195616,0.37855625,0.344309,0.42713125,0.40641375,0.48991125,0.41785125,0.819629502,0.442770119
38,FacesUCR,0.826472605,0.853800886,0.789438,0.863471727,0.853984596,0.8794025,0.87173,0.875111,0.843788591,0.898088,0.941942087,0.866075,0.832811,0.8913575,0.8815875,0.87684875,0.71258,0.937297416,0.879882373,0.253486832,0.122303681,0.229784,0.165733894,0.139739269,0.25438375,0.192905,0.173746,0.112697487,0.28479,0.620259326,0.18836875,0.262631,0.26913625,0.21308,0.21307875,0.13740125,0.599061244,0.177080219,0.515024571,0.28450179,0.373961,0.291078751,0.266902549,0.41785,0.37113125,0.371844,0.245840771,0.472529,0.750427183,0.3479025,0.428686,0.44538875,0.35950125,0.3979325,0.31242375,0.749471813,0.308856771
